student_id,gender,subject_area,socioeconomic_band,prior_ai_experience,ai_training_completed,ai_confidence_score_1_5,actual_ai_use,writing_formality_score,paraphrase_similarity_score,source_citation_quality_score,detector_score,detection_flag,human_review_completed,misconduct_case_opened,appeal_submitted,appeal_successful,is_false_positive,is_false_negative,stress_test_note,actual_ai_use_binary,detection_flag_binary,false_positive_binary,false_negative_binary,appeal_success_binary,system_type,case_study
STUD00353,Male,STEM,Low,Medium,No,2.51,Yes,0.746,0.694,0.716,0.674,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00354,Female,Business,High,Low,Yes,2.44,No,0.644,0.488,0.97,0.352,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00355,Male,Health,Medium,High,No,3.5,No,0.453,0.686,0.672,0.145,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00356,Female,Business,Medium,Medium,No,3.18,Yes,0.601,0.669,0.941,0.489,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD00357,Female,Arts & Humanities,Low,Medium,No,2.3,No,0.789,0.353,0.173,0.282,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00358,Male,STEM,High,Low,Yes,3.51,No,0.28,0.203,0.716,0.287,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00359,Female,Business,Low,Low,No,2.26,No,0.692,0.2,0.731,0.441,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00360,Female,STEM,Medium,Medium,No,2.91,No,0.605,0.424,0.602,0.335,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00361,Male,Business,Medium,Low,No,3.44,Yes,0.582,0.434,0.32,0.703,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00362,Female,Education,Medium,Low,No,2.96,No,0.09,0.391,0.411,0.293,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00363,Female,Social Sciences,Low,Medium,No,2.27,No,0.433,0.168,0.512,0.221,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00364,Male,Health,Medium,Medium,Yes,4.11,Yes,0.854,0.66,0.795,0.66,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00365,Male,Business,Medium,Low,Yes,3.01,No,0.579,0.166,0.742,0.22,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00366,Male,Business,Low,Medium,No,3.64,Yes,0.552,0.332,0.727,0.488,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD00367,Female,Health,Medium,High,No,3.82,No,0.641,0.342,0.453,0.22,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00368,Female,STEM,Low,Medium,Yes,2.61,Yes,0.504,0.424,0.711,0.741,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00369,Male,Social Sciences,High,Medium,Yes,4.59,Yes,0.312,0.669,0.632,0.645,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00370,Female,Health,Medium,Low,No,2.58,No,0.694,0.365,0.579,0.218,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00371,Non-disclosed,Arts & Humanities,Low,Medium,Yes,2.82,No,0.606,0.266,0.602,0.241,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00372,Male,Education,Low,Medium,No,3.07,No,0.584,0.485,0.782,0.453,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00373,Female,STEM,Medium,Medium,No,2.86,Yes,0.57,0.835,0.766,1,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00374,Male,Health,Low,Low,No,1.92,No,0.532,0.059,0.441,0.298,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00375,Male,STEM,High,Low,No,2.65,No,0.571,0.366,0.658,0.209,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00376,Female,Education,Medium,High,Yes,4.46,Yes,0.525,0.822,0.695,0.729,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00377,Female,Education,Low,Medium,No,2.46,No,0.353,0.206,0.518,0.089,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00378,Female,Health,Medium,Low,Yes,2.22,No,0.783,0.552,0.682,0.535,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00379,Female,Arts & Humanities,Medium,High,Yes,3.45,Yes,0.523,0.665,0.657,0.785,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00380,Female,Health,Medium,Low,No,2.31,No,0.349,0.503,0.613,0.269,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00381,Female,STEM,High,Low,No,3.51,No,0.667,0.398,0.754,0.357,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00382,Female,Health,Low,Medium,No,3.81,No,0.291,0.437,0.631,0.23,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00383,Female,Business,Low,Low,No,1.78,No,0.572,0.463,0.541,0.231,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00384,Female,Health,Medium,Medium,Yes,3.85,No,0.67,0.329,0.81,0.253,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00385,Female,Health,Medium,High,Yes,4.15,Yes,0.554,0.762,1,0.919,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00386,Male,Social Sciences,Low,Low,Yes,3.01,Yes,0.498,0.757,0.735,1.0,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00387,Male,Health,Low,High,No,3.63,No,0.325,0.325,0.464,0.221,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00388,Female,STEM,Medium,Medium,No,2.2,Yes,0.738,0.436,0.668,0.874,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00389,Female,Business,Medium,Low,Yes,2.04,Yes,0.558,0.593,0.521,0.626,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00390,Female,STEM,Medium,Low,Yes,2.79,No,0.723,0.42,0.634,0.311,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00391,Female,Arts & Humanities,Medium,Medium,Yes,2.26,Yes,0.466,0.894,0.836,0.649,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00392,Female,Business,Medium,Low,Yes,3.82,No,0.781,0.314,0.814,0.339,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00393,Female,STEM,Low,High,Yes,3.51,Yes,0.247,1,0.848,0.941,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00394,Female,Arts & Humanities,Low,Low,No,1.77,No,0.478,0.313,0.26,0.385,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00395,Female,Health,Medium,Low,No,2.88,No,0.546,0.381,0.308,0.533,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00396,Female,Business,High,Low,No,2.96,No,0.839,0.366,0.473,0.314,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00397,Female,Social Sciences,Low,Low,No,1.94,No,0.58,0,0.657,0.378,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00398,Male,STEM,Low,Medium,Yes,3.47,Yes,0.477,0.582,0.91,0.67,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00399,Male,Social Sciences,Low,High,No,3.88,No,0.69,0.395,0.486,0.078,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00400,Male,Arts & Humanities,Low,Medium,Yes,4.51,No,0.761,0.308,0.502,0.301,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00401,Female,Arts & Humanities,High,High,Yes,3.53,Yes,0.453,1,0.687,0.94,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00402,Male,STEM,High,Medium,No,4.9,No,0.641,0.274,0.385,0.364,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00403,Male,Social Sciences,Medium,High,No,4.43,No,0.664,0.34,0.458,0.212,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00404,Female,Health,Medium,Medium,No,2.86,No,0.32,0.235,0.303,0.428,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00405,Male,STEM,Low,Low,No,3.36,No,0.532,0.309,0.014,0.346,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00406,Male,Social Sciences,Medium,High,Yes,3.86,Yes,0.643,0.863,0.983,0.794,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00407,Male,Business,High,Medium,No,2.99,No,0.497,0.859,0.707,0.26,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00408,Male,Business,Medium,Medium,Yes,3.47,Yes,0.451,0.736,0.794,0.607,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00409,Female,Education,Medium,Medium,Yes,3.33,No,0.189,0.482,0.76,0.198,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00410,Male,Arts & Humanities,Medium,Low,Yes,3.12,No,0.878,0.183,0.602,0.273,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00411,Female,Arts & Humanities,Medium,Medium,Yes,3.25,No,0.455,0.274,0.742,0.301,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00412,Male,Arts & Humanities,High,Low,Yes,1.73,No,0.52,0.392,0.643,0.207,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00413,Male,STEM,Low,Low,No,2.84,No,0.697,0.314,0.545,0.395,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00414,Male,Business,Low,Medium,No,3.08,Yes,0.307,0.599,0.316,0.632,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00415,Female,Education,High,Medium,Yes,3.38,Yes,0.536,0.758,0.942,0.588,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00416,Female,Arts & Humanities,High,Medium,Yes,2.56,Yes,0.534,0.768,0.873,0.802,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00417,Female,Arts & Humanities,Medium,Medium,No,3.86,No,0.764,0.552,0.533,0.265,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00418,Non-disclosed,Business,Low,Medium,No,1.55,No,0.469,0.443,0.349,0.259,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00419,Male,Business,Medium,Low,No,3.04,Yes,0.519,0.557,0.566,0.864,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00420,Male,Arts & Humanities,Low,Low,Yes,1.9,No,0.572,0.497,0.611,0.377,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00421,Male,STEM,Medium,High,Yes,4.36,Yes,0.688,0.554,0.346,0.759,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00422,Male,Business,High,Medium,Yes,2.8,No,0.629,0.271,0.595,0.178,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00423,Male,STEM,High,High,No,3.21,Yes,0.856,1,0.73,0.63,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00424,Male,Health,Medium,High,Yes,3.21,Yes,0.442,0.712,0.278,0.808,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00425,Male,Social Sciences,Low,Medium,No,2.98,No,0.6,0.36,0.332,0.338,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00426,Male,Education,Medium,High,Yes,3.74,No,0.315,0.49,0.604,0.262,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00427,Male,Arts & Humanities,Low,Medium,No,4.16,No,0.655,0.305,0.768,0.199,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00428,Female,Business,Low,Low,No,3.62,Yes,0.596,0.707,0.88,0.799,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00429,Female,STEM,Low,Medium,Yes,3.71,Yes,0.655,0.586,0.733,0.542,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD00430,Female,STEM,Low,Medium,No,3.08,No,0.648,0.181,0.434,0.206,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00431,Male,Arts & Humanities,Medium,High,No,4.13,Yes,0.421,0.84,0.257,0.63,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00432,Female,Business,High,Low,No,2.79,No,0.327,0.476,0.389,0.177,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00433,Male,Business,Medium,Low,Yes,2.61,No,0.584,0.268,0.563,0.485,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00434,Male,STEM,High,High,Yes,4.97,Yes,0.369,0.818,0.236,0.64,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00435,Male,Health,High,Medium,No,3.78,Yes,0.755,0.838,0.531,0.631,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00436,Female,Social Sciences,Low,Low,No,2.42,No,0.465,0.451,0.508,0.332,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00437,Male,Social Sciences,Medium,High,Yes,4.32,Yes,0.712,0.558,0.851,0.758,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00438,Female,Social Sciences,High,Medium,Yes,4.13,Yes,1,0.682,0.622,0.83,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
